numUniqueEditors,numEdits,connectivity,numAnonEdits,numRegisteredEdits,numExternalLinks,numReverts,numBrokenLinks,numInnerLinks,articleLength,flesch,kincaid,infoNoise,diversity,numImages,adminShare,age,medianRevertTime,id,lang,name,authority,completeness,complexity,informativeness,consistency,volatility,currency,informativeness2,infoNoise2,,
380,772,12044,305,467,283,173,25,399,43010,80,-1,0.892699372,0.492227979,31,0.018134715025907,5822,1,125275,pt,Doença por vírus ebola        ,1651,8771.6,80,9.54028283577864,2911.01088082902,1,27,9.54028133887388,0.892696877397754,,
137,241,12447,98,143,309,25,9,206,48734,88,-1,0.89807937,0.56846473,90,0,5708,5,125775,pt,Doença pulmonar obstrutiva crónica        ,1423.5,9832.8,88,27.1977687836093,2854,5,241,27.1977687836093,0.898079369639266,,
29,43,10833,1,42,1,0,2,22,1230,75,-1,0.866666667,0.674418605,1,0,5693,0,156763,tr,Doksisiklin           ,1102.3,255.6,75,0.415348837209302,2846.5,0,60,0.415348837209302,0.866666666666667,,
4,6,685,0,6,23,0,12,66,1080,-1,-1,0.888888889,0.666666667,4,0,425,0,478573,id,Doksisiklin           ,75.7,247.2,-1,1.33333333333333,212.5,0,380,1.33333333333333,0.888888888888889,,
89,222,12371,35,187,17,2,5,39,7121,-1,-1,0.885128493,0.400900901,3,0.013513513513514,5800,0,478127,id,Dokter           ,1329,1441.8,-1,1.19053655537295,2900.00810810811,0,34,1.19053655537295,0.885128493189159,,
65,102,10637,22,80,11,3,2,29,7472,-1,-1,0.900963597,0.637254902,3,0.088235294117647,5774,0,477372,id,Doktor           ,1112.6,1506.8,-1,1.05822521728177,2887.05294117647,0,114,1.05822521728177,0.900963597430407,,
1075,2067,12095,710,1357,85,139,2,223,73202,51,-1,0.886601459,0.520077407,6,0.003386550556362,6534,0,501580,de,Doktor           ,2174.3,14730.4,51,2.019914431264,3267.00203193033,0,28,2.01994284338879,0.886648812517843,,
197,379,12248,132,247,10,49,3,33,3905,45,-1,0.877080666,0.519788918,3,0,5592,5,159128,tr,Doktor (tıp)          ,1407.8,795.4,45,1.11437504856435,2796,5,60,1.11437504856435,0.87708066581306,,
123,208,12089,59,149,27,11,0,35,9503,61,-1,0.882037251,0.591346154,0,0.004807692307692,5328,2,504213,de,Doktor der Medizin         ,1310.5,1914.6,61,0.174414658528886,2664.00288461538,2,20,0.175520983149895,0.883881125762645,,
5,11,6907,0,11,21,2,1,32,4624,39,-1,0.876513841,0.454545455,3,0,405,14,174679,tr,Dolama           ,699.2,938,39,1.153181031771,202.5,14,142,1.153181031771,0.87651384083045,,
21,78,10180,32,46,163,3,7,121,5039,-1,-1,0.842825958,0.269230769,3,0,3913,1,405112,ca,Dolor abdominal          ,1081.4,1059,-1,1.24415711298029,1956.5,1,47,1.24415711298029,0.842825957531256,,
46,83,10359,11,72,11,5,1,66,5038,-371,-1,0.882294561,0.554216867,3,0,4596,1,548021,it,Dolore addominale          ,1074.8,1034.4,-371,1.09684661631839,2298,1,16,1.09684661631839,0.882294561333863,,
1039,1977,11956,823,1154,62,334,0,130,35590,41,16.2,0.884827199,0.525543753,61,0.095599393019727,6841,1,15523,en,Dominance (genetics)          ,2191.4,7170,41,18.515570067294,3420.55735963581,1,70,18.515570067294,0.884827198651306,,
25,31,7032,3,28,0,1,0,23,2230,42,-1,0.895964126,0.806451613,10,0.032258064516129,5452,9,468945,fr,Dominance (génétique)          ,718.1,455.2,42,3.05370750759439,2726.01935483871,9,84,3.05370750759439,0.895964125560538,,
57,92,10505,49,43,3,19,4,28,10398,73,-1,0.888151568,0.619565217,5,0,5531,28,126817,pt,Dominância (genética)          ,1100.7,2092.4,73,1.66115181013071,2765.5,28,435,1.66115181013071,0.888151567609155,,
16,54,7162,0,54,0,0,0,46,5344,-1,-1,0.853106287,0.296296296,2,0.314814814814815,3853,0,410429,ca,Dominància genètica          ,735.6,1087.2,-1,0.934085994677312,1926.68888888889,0,295,0.934085994677312,0.85310628742515,,
79,114,9929,35,79,1,9,0,19,3398,57,-1,0.89935256,0.692982456,1,0.035087719298246,6742,20,506233,de,Dominanz (Genetik)          ,1049.3,687.2,57,0.423822062513553,3371.02105263158,20,197,0.423822062513553,0.899352560329606,,
79,122,5827,60,62,4,12,0,58,4079,21,-1,0.882324099,0.647540984,7,0,5116,9,559492,it,Dominanza (genetica)          ,645.5,839,21,2.2408698692624,2558,9,173,2.2406979299433,0.882037533512064,,
40,68,9733,30,38,18,2,16,74,1516,29,-1,0.839709763,0.588235294,3,0,3936,18,578999,it,Doogie Howser          ,1008.9,339.2,29,1.0508846810492,1968,18,16,1.04656782516607,0.832515002727769,,
36,50,10555,16,34,3,1,3,62,6027,61,-1,0.871411979,0.72,4,0.02,5424,1,153601,pt,"Doogie Howser, M.D.           ", M.D.           ,1080.2,1231.4,61,1.29084718765555,2712.012,1,465,1.29084718765555,0.871411979425917,
663,1203,11995,515,688,64,143,1,239,14895,44,17,0.86143001,0.551122195,17,0.095594347464672,6183,6,115520,en,"Doogie Howser, M.D.           ", M.D.           ,1800.2,3075,44,5.28618468933407,3091.55735660848,6,27,5.28617352408946,0.861411401329484,
67,92,10133,30,62,3,4,11,67,3838,53,-1,0.88796248,0.72826087,0,0,5360,11,542269,de,"Doogie Howser, M.D.           ", M.D.           ,1059.1,798.8,53,0.095820966536013,2680,11,83,0.095820966536013,0.887962480458572,
22,43,10003,2,41,6,0,17,80,5154,-1,-1,0.889988359,0.511627907,5,0.023255813953488,5272,0,478157,id,Dopamin           ,1019,1069.6,-1,1.72701627094783,2636.01395348837,0,62,1.72701627094783,0.889988358556461,,
47,63,10912,11,52,2,2,36,116,1225,80,-1,0.866938776,0.746031746,2,0,5448,3,156324,tr,Dopamin           ,1121,305.8,80,0.672544217687075,2724,3,142,0.672544217687075,0.866938775510204,,
317,502,10832,171,331,13,24,3,136,10424,56,-1,0.897256332,0.631474104,8,0.01195219123506,6410,12,504309,de,Dopamin           ,1324.1,2140.4,56,2.55946933677416,3205.00717131474,12,28,2.55944456454973,0.897215044501866,,
63,500,10603,36,464,364,4,13,110,24603,-1,-1,0.860789335,0.126,24,0,5610,0,405456,ca,Dopamina           ,1300.5,4969.8,-1,7.64087360078039,2805,0,79,7.64087360078039,0.860789334633988,,
146,221,12090,74,147,10,15,33,151,6751,63,-1,0.88179529,0.660633484,5,0,5893,1,125172,pt,Dopamina           ,1318.4,1423.8,63,1.6326970832543,2946.5,1,12,1.63242165242165,0.881336238198983,,
184,282,12005,98,184,13,15,4,277,12835,8,-1,0.881340086,0.65248227,18,0.017730496453901,5701,80,548449,it,Dopamina           ,1338.8,2679.4,8,5.53731468971977,2850.51063829787,80,48,5.53739710288137,0.881477440972493,,
1399,3349,12330,931,2418,371,294,52,1213,56175,25,19.1,0.888153093,0.417736638,91,0.250821140638997,6959,4,10301,en,Dopamine           ,2773,11741,25,27.5822498731263,3479.65049268438,4,13,27.5822498731263,0.888153093012906,,
270,467,10934,129,338,37,26,42,281,25198,51,-1,0.885784586,0.578158458,23,0.006423982869379,6743,6,430363,fr,Dopamine           ,1315.6,5168.8,51,7.08457567670049,3371.50385438972,6,41,7.08457295696209,0.885780053180934,,
30,43,10599,7,36,2,5,6,144,837,69,-1,0.86260454,0.697674419,0,0,5106,8,124733,pt,Dor abdominal          ,1081.4,227.4,69,0.098958072851546,2553,8,289,0.098958072851546,0.862604540023895,,
26,36,9372,10,26,5,4,4,120,2041,69,-1,0.882410583,0.722222222,2,0.027777777777778,3832,7,123961,pt,Dor nos testículos         ,956.4,457.8,69,0.696113016495182,1916.01666666667,7,560,0.696113016495182,0.882410583047526,,
278,587,11866,328,259,10,57,1,52,11373,-19,-1,0.872065418,0.473594549,6,0.017035775127768,6145,37,558276,it,Dottore           ,1470.2,2295.8,-19,2.03908252172612,3072.51022146508,37,30,2.03908252172612,0.872065418095489,,
68,89,10860,11,78,2,1,68,181,3250,-134,-1,0.872307692,0.764044944,12,0.02247191011236,5636,1,430058,fr,Douleur abdominale          ,1128.1,749.6,-134,3.66495764909248,2818.01348314607,1,71,3.66495764909248,0.872307692307692,,
346,871,12102,610,261,57,55,2,115,33055,57,-1,0.893389805,0.397244546,7,0.002296211251435,5610,12.5,129607,pt,Doutor           ,1629.6,6657.8,57,2.39768715502344,2805.00137772675,12.5,27,2.39768715502344,0.89338980487067,,
8,10,1128,4,6,2,2,2,9,1395,81,-1,0.885304659,0.8,0,0,3038,19,142097,pt,Doutor em Medicina         ,118.2,283.4,81,0.051182795698925,1519,19,1374,0.051210191082803,0.885350318471338,,
209,341,12289,141,200,14,30,29,136,11342,68,-1,0.854258508,0.612903226,6,0.005865102639296,5309,0,162692,tr,Down sendromu          ,1398.9,2334.4,68,1.9448131694359,2654.50351906158,0,69,1.9448131694359,0.854258508199612,,
3029,7552,12539,2211,5341,369,1320,5,490,38664,54,13.4,0.887983654,0.401085805,99,0.251853813559322,7201,4,25438,en,Down syndrome          ,4816.2,7930.8,54,29.9921387093762,3600.65111228814,4,26,29.9921419344611,0.887989029186504,,
1107,2270,11137,845,1425,54,275,14,302,69177,58,-1,0.899142779,0.487665198,13,0.009251101321586,6667,0,512053,de,Down-Syndrom           ,2193.9,13961.8,58,4.1468865482588,3333.50555066079,0,21,4.14684994625554,0.89908177533046,,
11,58,7152,0,58,250,3,31,140,17634,-1,-1,0.862594987,0.189655172,10,0,1806,5,406568,ca,Doxiciclina           ,784.8,3595.2,-1,3.40376388872593,903,5,64,3.40376388872593,0.862594986957015,,
45,64,10690,11,53,30,1,52,130,1312,94,-1,0.891006098,0.703125,2,0,5451,13,127346,pt,Doxiciclina           ,1104.6,335.2,94,0.712728658536585,2725.5,13,108,0.712728658536585,0.891006097560976,,
68,135,10612,19,116,78,1,45,452,10550,17,-1,0.88436019,0.503703704,7,0.007407407407407,4819,17,548901,it,Doxiciclina           ,1133.1,2308.8,17,2.32839389152185,2409.50444444444,17,153,2.32839389152185,0.88436018957346,,
134,219,10717,39,180,11,17,1,81,4867,42,-1,0.879802753,0.611872146,5,0.004566210045662,5903,2,504956,de,Doxycyclin           ,1175.4,1006.2,42,1.66075836427042,2951.50273972603,2,94,1.66075836427042,0.87980275323608,,
592,1150,12367,345,805,212,67,3,475,21289,17,21,0.884870121,0.514782609,36,0.218260869565217,6191,3,9596,en,Doxycycline           ,1797.1,4449,17,11.0220525072144,3095.63095652174,3,15,11.0225127877238,0.885637254901961,,
78,117,10795,16,101,17,2,0,80,4222,38,-1,0.864992894,0.666666667,6,0.017094017094017,5157,4,427739,fr,Doxycycline           ,1135.2,876.4,38,1.91899573661772,2578.51025641026,4,75,1.91899573661772,0.864992894362861,,
489,1132,11294,429,703,244,89,9,428,55429,45,-1,0.894261127,0.431978799,19,0.004416961130742,6276,0,446811,fr,Drépanocytose           ,1685.2,11260.6,45,5.97736939695623,3138.00265017668,0,68,5.97736939695623,0.894261126846957,,
1066,2198,11854,1173,1025,16,669,8,119,7971,61,-1,0.8751725,0.484986351,13,0.01410373066424,6237,1,125173,pt,Droga           ,2379.2,1645,61,4.13411168945115,3118.5084622384,1,54,4.13411168945115,0.875172500313637,,
792,1423,10082,709,714,43,420,0,70,14475,31,-1,0.883039724,0.556570625,11,0.022487702037948,5923,1,548624,it,Droga           ,1799,2923,31,3.49588145893336,2961.51349262122,1,9,3.49588145893336,0.883039723661485,,
143,475,12028,77,398,47,35,9,306,38857,-1,-1,0.854646524,0.301052632,34,0.006315789473684,6523,3,405888,ca,Droga           ,1401.5,7897.4,-1,10.5321563357141,3261.50378947368,3,36,10.5321563357141,0.854646524435752,,
125,188,11145,81,107,48,34,14,289,18140,68,-1,0.892006615,0.664893617,15,0.015957446808511,5758,0,124320,pt,Droga psicoativa          ,1223.8,3749.2,68,4.63626779891623,2879.00957446808,0,30,4.63626779891623,0.892006615214994,,
763,2125,12305,459,1666,171,173,9,574,61836,47,-1,0.886781163,0.359058824,58,0.004235294117647,7120,0,504312,de,Droge           ,2152.6,12600.4,47,17.7166334037283,3560.00254117647,0,12,17.7166797235102,0.88685836271307,,
921,1968,10598,752,1216,42,440,1,279,61529,53,-1,0.89372491,0.467987805,31,0.022865853658537,6740,0,431301,fr,Drogue           ,2050,12417.8,53,9.55544226319614,3370.0137195122,0,91,9.5554090589164,0.893669569738723,,
169,263,5650,67,196,107,11,1,229,52573,50,-1,0.892302132,0.642585551,24,0.019011406844107,3009,0,458796,fr,Droit de l'avortement         ,709.1,10606.6,50,7.34982994856545,1504.51140684411,0,11,7.34997955448475,0.892551475472056,,
990,2033,12215,572,1461,234,245,29,1800,48246,43,14.1,0.888633255,0.486965076,120,0.299065420560748,6574,1,38551,en,Drowning           ,2206.9,10380.8,43,36.241000906997,3287.17943925234,1,22,36.2410478443141,0.888711483432173,,
1476,2821,12205,1015,1806,78,567,1,771,12657,30,17.1,0.88804614,0.523218717,65,0.207373271889401,6260,1,55503,en,Drug           ,2649.2,2840.2,30,19.7188964542251,3130.12442396313,1,17,19.7188964542251,0.888046140475626,,
575,986,11993,389,597,57,124,2,579,10660,36,15.9,0.868198874,0.5831643,33,0.177484787018256,6445,5,10302,en,Drug overdose          ,1697.6,2364.4,36,10.0710207444562,3222.60649087221,5,22,10.0710207444562,0.868198874296435,,
39,209,12092,2,207,152,0,17,98,51020,-1,-1,0.864621717,0.186602871,5,0,4142,0,405432,ca,DSM           ,1310.3,10250,-1,1.9068113076962,2071,0,52,1.9068113076962,0.864621716973736,,
72,148,10944,8,140,16,3,1,76,2873,-1,-1,0.808910546,0.486486486,8,0.006756756756757,5913,65,383221,he,DSM           ,1158.1,605.4,-1,2.59345443598837,2956.50405405405,65,23,2.59345443598837,0.808910546467108,,
63,139,8860,24,115,25,1,5,87,11063,32,-1,0.888276236,0.45323741,5,0,3690,0,430354,fr,DSM-5           ,948,2249.4,32,1.76102329561823,1845,0,132,1.76034662480055,0.887148451406194,,
4,4,613,0,4,4,0,1,12,710,-1,-1,0.866197183,1,1,0,535,0,478150,id,DSM-5           ,64.1,147.2,-1,0.219718309859155,267.5,0,300,0.219718309859155,0.866197183098591,,
8,66,807,1,65,5,0,5,51,3750,-1,-1,0.830933333,0.121212121,0,0,724,0,668445,ko,DSM-5           ,103.2,772.4,-1,0.425832727272727,362,0,74,0.425832727272727,0.830933333333333,,
400,1162,11309,241,921,170,74,14,254,34635,-1,27.9,0.881189548,0.344234079,2,0.236660929432014,5055,1,7554,en,DSM-5           ,1639.8,7034.2,-1,0.922173281382661,2527.64199655766,1,25,0.922137193019896,0.881129400873665,,
12,204,7193,8,196,56,4,2,66,3472,-1,-1,0.822868664,0.058823529,20,0,2226,1,383222,he,DSM-5           ,796.1,721.6,-1,6.45842708050962,1113,1,23,6.45842708050962,0.82286866359447,,
9,81,7239,0,81,112,1,74,226,40924,-1,-1,0.863503079,0.111111111,4,0,1053,2,405433,ca,DSM-5           ,772.4,8304.8,-1,1.65143518066009,526.5,2,65,1.65143518066009,0.86350307887792,,
7,24,6819,1,23,26,2,7,114,17276,-1,-1,0.861542024,0.291666667,2,0,1929,18,629175,ru,DSM-5           ,695.8,3503.6,-1,0.941925214169947,964.5,18,90,0.941925214169947,0.861542023616578,,
15,16,1228,9,7,4,1,0,20,2443,36,-1,0.901760131,0.9375,3,0,2919,24,124502,pt,DSM-5           ,132.3,496.6,36,0.878556078591895,1459.5,24,38,0.878556078591895,0.901760130986492,,
3,6,6665,0,6,8,1,0,22,568,-1,-1,0.658450704,0.5,2,0,264,42,189032,zh,DSM-5           ,670.5,122.4,-1,0.695070422535211,132,42,138,0.695070422535211,0.658450704225352,,
52,99,8106,16,83,15,3,1,31,5663,40,-1,0.894932015,0.525252525,0,0,3015,56,503646,de,DSM-5           ,856.2,1145.4,40,0.221807693748361,1507.5,56,66,0.221807693748361,0.894932014833127,,
5,10,6778,0,10,3,1,4,14,2660,-1,-1,0.89887218,0.5,2,0,2382,220,367058,el,DSM-5           ,682.4,539.2,-1,0.839323308270676,1191,220,578,0.839323308270676,0.898872180451128,,
52,91,12261,7,84,8,3,4,30,9455,62,-1,0.845372819,0.571428571,8,0,5213,168,167504,tr,Dudak-damak yarığı          ,1267,1904.6,62,2.56436654831155,2606.5,168,187,2.56436654831155,0.84537281861449,,
5,11,656,0,11,0,1,27,72,10170,24,-1,0.875221239,0.454545455,1,0,176,4,158378,tr,Duloksetin           ,69.9,2073.6,24,0.552405470635559,88,4,40,0.552287476535264,0.875024582104228,,
161,359,11972,91,268,23,9,1,116,11027,51,-1,0.892445815,0.448467967,4,0.016713091922006,5759,58,505423,de,Duloxetin           ,1353.5,2252.2,51,1.46638670894661,2879.51002785515,58,122,1.46638670894661,0.892445814818174,,
62,72,9996,27,45,25,2,11,160,4346,49,-1,0.88219052,0.861111111,8,0.027777777777778,5883,3,126166,pt,Duloxetina           ,1041.9,937.6,49,2.41264764534438,2941.51666666667,3,746,2.41280843427546,0.882458501570211,,
53,79,11598,17,62,10,3,32,117,2911,-22,-1,0.873926486,0.670886076,6,0.025316455696203,5163,29,549815,it,Duloxetina           ,1198.7,641.8,-22,1.92182424587662,2581.51518987342,29,22,1.92200443690461,0.874226804123711,,
608,1461,12323,530,931,177,108,19,597,20098,24,21.7,0.88128172,0.41615332,19,0.165639972621492,6238,5,13119,en,Duloxetine           ,1913,4266,24,5.97907703995801,3119.09938398357,5,15,5.97907703995801,0.881281719574087,,
79,168,10580,23,145,47,1,100,266,12321,5,-1,0.884100317,0.470238095,11,0.017857142857143,4653,10,432210,fr,Duloxétine           ,1136.2,2610.6,5,3.54831733277679,2326.51071428571,10,59,3.54814276467121,0.883809369690104,,
51,127,1061,12,115,17,5,2,27,9208,64,-1,0.88216768,0.401574803,0,0.007874015748032,3343,1,518902,de,Dunkle Triade          ,160.5,1853.2,64,0.288355726277048,1671.50472440945,1,63,0.288355726277048,0.882167680278019,,
176,329,12253,89,240,32,25,167,341,6666,-27,-1,0.865436544,0.534954407,15,0.003039513677812,5706,74,154691,tr,Dünya Sağlık Örgütü         ,1382,1536.4,-27,4.69828928181572,2853.00182370821,74,144,4.69828928181572,0.865436543654365,,
432,1046,11967,338,708,177,27,4,206,23801,53,13.7,0.880509222,0.413001912,43,0.14244741873805,6160,12.5,36812,en,Dupuytren's contracture          ,1674.2,4844.2,53,13.1805043861534,3080.08546845124,12.5,43,13.1805043861534,0.880509222301584,,
356,626,12231,116,510,16,30,3,142,20147,53,-1,0.898098973,0.568690096,4,0.022364217252396,6492,20,506449,de,Durchfall           ,1505.9,4087.4,53,1.39764532602306,3246.01341853035,20,186,1.39720691943463,0.897368294904367,,
46,77,10665,9,68,14,4,5,41,2027,59,-1,0.875185002,0.597402597,5,0,5582,1,159322,tr,Düşük           ,1103.7,423.8,59,1.66666944303846,2791,1,63,1.66666944303846,0.8751850024667,,
2676,4935,12558,2301,2634,77,1146,0,190,21305,41,16,0.882609716,0.54224924,64,0.177912867274569,6761,0,73180,en,Dwarfism           ,3860.8,4337,41,19.4042162855445,3380.60674772036,0,13,19.4042195913819,0.882615225758002,,
338,907,11439,298,609,62,42,1,260,5588,16,22.9,0.891732283,0.372657111,36,0.089305402425579,6339,4,15533,en,Dysautonomia           ,1538.4,1222,16,11.1114451032651,3169.55358324146,4,31,11.1114451032651,0.891732283464567,,
611,1032,11805,403,629,198,79,1,119,24395,15,20.8,0.892068047,0.592054264,31,0.150193798449612,6252,6,43494,en,Dyscalculia           ,1715.9,4927,15,9.480008269899,3126.09011627907,6,20,9.480008269899,0.892068046730887,,
111,171,10505,48,123,57,10,21,323,51212,55,-1,0.896235257,0.649122807,11,0.005847953216374,5569,4,429724,fr,Dyscalculie           ,1143.2,10380,55,3.44826747020641,2784.50350877193,4,31,3.44827476360079,0.896247413018861,,
202,311,10727,107,204,27,10,1,130,6568,62,-1,0.894183922,0.649517685,8,0.003215434083601,5966,1,427990,fr,Dysenterie           ,1225.5,1366,62,2.54679974229529,2983.00192926045,1,50,2.54679974229529,0.894183922046285,,
97,144,10846,28,116,7,4,2,55,4493,60,-1,0.876919653,0.673611111,3,0.020833333333333,6113,19,514971,de,Dysenterie           ,1152.6,921.4,60,1.02198512500927,3056.5125,19,58,1.02121873929428,0.875642343268243,,
1625,2564,11098,1347,1217,65,438,0,566,16561,40,15.3,0.884487652,0.633775351,23,0.136115444617785,6855,5,11016,en,Dysentery           ,2483.1,3538.6,40,7.05042738041869,3427.58166926677,5,64,7.05041063646532,0.884459745122909,,
204,406,11080,128,278,58,28,6,480,13845,51,-1,0.897508126,0.502463054,11,0.022167487684729,6176,10,457201,fr,Dysfonction érectile          ,1303.4,2963.4,51,3.53702704289397,3088.01330049261,10,13,3.53694265071884,0.897367472051929,,
344,802,10423,217,585,39,73,6,101,45056,54,-1,0.902565696,0.428927681,3,0.003740648379052,6323,9,509355,de,Dyskalkulie           ,1403.1,9054,54,1.18418280913483,3161.50224438903,9,71,1.18418410661541,0.902567858490357,,
61,114,9199,29,85,42,2,2,55,6271,34,-1,0.901610588,0.535087719,5,0.017543859649123,5690,1,448491,fr,Dyskinésie tardive          ,978.2,1277,34,1.71991372147479,2845.01052631579,1,74,1.71991372147479,0.901610588422899,,
3291,8461,12216,2877,5584,317,1036,0,276,27947,26,17.7,0.885962715,0.388961116,46,0.113461765748729,7201,6,39104,en,Dyslexia           ,5080,5699.8,26,14.0982009596592,3600.56807705945,6,13,14.0982009596592,0.885962715139371,,
515,1236,10949,434,802,80,56,35,460,43483,40,-1,0.892095762,0.416666667,18,0.012135922330097,6111,0,429728,fr,Dyslexie           ,1644.9,8894.6,40,5.68525745693719,3055.5072815534,0,93,5.68525745693719,0.89209576156199,,
116,179,10626,54,125,26,2,2,262,7787,48,-1,0.885578528,0.648044693,8,0.005586592178771,5730,4,429729,fr,Dysmorphophobie           ,1150.7,1663,48,2.5425203013474,2865.00335195531,4,119,2.54264507317624,0.885786481364498,,
138,227,10386,69,158,6,22,1,42,10123,62,-1,0.875629754,0.607929515,1,0.008810572687225,5743,17,512565,de,Dysmorphophobie           ,1149,2041.8,62,0.460620143164191,2871.50528634361,17,251,0.460620143164191,0.875629754025487,,
82,168,8119,40,128,80,3,3,386,10534,11,-1,0.90250617,0.488095238,8,0,2250,2,429733,fr,Dysphorie de genre         ,899.6,2262.4,11,2.64864655944018,1125,2,11,2.64832378068563,0.901968205904618,,
27,33,10427,8,25,2,1,1,20,1671,49,-1,0.897666068,0.818181818,2,0,5593,1,469270,fr,Dysplasie cléidocrânienne          ,1059.5,342.6,49,0.647690550024482,2796.5,1,409,0.647690550024482,0.897666068222621,,
113,212,10952,41,171,12,6,1,57,7527,-94,-1,0.874717683,0.533018868,5,0,5953,9,424982,fr,Dyspnée           ,1189.7,1528.6,-94,1.70501928904999,2976.5,9,23,1.70508923612675,0.874834261469106,,
159,278,12159,68,210,13,6,4,99,9362,53,-1,0.883785516,0.571942446,2,0.014388489208633,6233,5,500845,de,Dyspnoe           ,1342.3,1913.6,53,0.787105841923342,3116.50863309353,5,134,0.787105841923342,0.883785515915403,,
707,1272,12045,504,768,75,89,0,312,19316,25,20.2,0.887813212,0.55581761,2,0.118710691823899,6922,3,9076,en,Dysthymia           ,1819.6,3988,25,0.799197361069326,3461.07122641509,3,13,0.799197361069326,0.887813211845102,,
95,122,10573,38,84,24,3,3,255,9360,62,-1,0.901068376,0.778688525,8,0,5895,6,429737,fr,Dysthymie           ,1121.5,1975.2,62,2.47342791088693,2947.5,6,96,2.47342791088693,0.901068376068376,,
174,251,12024,78,173,31,9,4,82,19866,47,-1,0.905114266,0.693227092,2,0.01195219123506,6086,19,509356,de,Dysthymie           ,1329.2,4007.6,47,0.727132304367549,3043.00717131474,19,41,0.727132304367549,0.905114265579382,,
59,90,8401,13,77,20,1,2,117,5881,43,-1,0.887774188,0.655555556,6,0,5385,9,436762,fr,Dystonie neurovégétative          ,884.5,1223.8,43,1.93933117950462,2692.5,9,40,1.93933117950462,0.887774188063255,,
3701,9173,12526,2935,6238,559,1098,3,627,59533,49,15,0.882787698,0.403466696,180,0.218576256404666,6893,6,4034,en,Ebola           ,5479.4,12158.6,49,54.2875926011052,3446.63114575384,6,32,54.2875659110714,0.882743214189734,,
28,61,7009,6,55,50,2,11,53,4902,43,-1,0.884332925,0.459016393,3,0.065573770491803,3206,22,155524,tr,Ebola virüsü hastalığı         ,736,1006,43,1.15518991913638,1603.0393442623,22,142,1.15518991913638,0.884332925336597,,
609,1390,11790,324,1066,204,79,28,391,64698,66,-1,0.877121395,0.438129496,16,0.006474820143885,6742,0.5,504506,de,Ebolafieber           ,1814.7,13107.2,66,5.06339513903113,3371.00388489209,0.5,9,5.06332134755595,0.876998408996123,,
85,106,10472,36,70,7,5,1,34,3602,61,-1,0.891449195,0.801886792,13,0.009433962264151,5781,4,431682,fr,Ecchymose           ,1102.5,734.4,61,3.95373744146334,2890.50566037736,4,70,3.95373744146334,0.891449194891727,,
94,172,10746,76,96,4,17,1,21,1405,43,-1,0.867615658,0.546511628,8,0,4558,2,449347,fr,Échelle de Bristol         ,1158.5,289.8,43,2.59266241827361,2279,2,51,2.59266241827361,0.867615658362989,,
100,154,10387,45,109,3,7,0,22,5752,13,-1,0.875869263,0.649350649,3,0.006493506493507,6089,8,436076,fr,Échelle de Glasgow         ,1112.1,1159.2,13,1.03591116810866,3044.5038961039,8,87,1.03591116810866,0.87586926286509,,
35,61,11550,16,45,11,2,1,28,3623,2,-1,0.886558101,0.573770492,4,0,4161,12,544599,it,ECMO           ,1184.7,736.2,2,1.38767256553078,2080.5,12,19,1.38767256553078,0.886558101021253,,
160,292,8063,52,240,649,13,81,1571,74968,42,18,0.882496532,0.547945205,236,0.092465753424658,353,1,334,en,Economic impact of the COVID-19 pandemic      ,1064.8,15654.4,42,71.0007307958245,176.555479452055,1,19,71.0006479008554,0.882358373571862,,
360,546,12306,298,248,52,112,2,81,7780,67,-1,0.875321337,0.659340659,7,0.012820512820513,5823,21,128337,pt,Ecstasy           ,1540.2,1589.2,67,2.22958840645216,2911.50769230769,21,37,2.23048256091734,0.876811594202898,,
27,276,9981,8,268,84,4,12,102,12871,-1,-1,0.857431435,0.097826087,24,0.072463768115942,3453,0,408507,ca,Edema           ,1105.1,2619.8,-1,7.65576320883145,1726.54347826087,0,50,7.65576320883145,0.857431435008935,,
542,850,12141,303,547,44,55,0,214,14280,44,15.2,0.885644258,0.637647059,9,0.188235294117647,6836,3,2961,en,Edema           ,1633.1,2941.6,44,2.84879831932773,3418.11294117647,3,30,2.84883553387739,0.885706281952518,,
100,154,11975,55,99,7,19,0,58,5461,65,-1,0.88536898,0.649350649,6,0,5924,11,126167,pt,Edema           ,1276.3,1115.4,65,1.94161099841378,2962,11,473,1.94161099841378,0.885368980040286,,
153,233,10547,76,157,14,9,5,87,6459,10,-1,0.878928627,0.656652361,8,0.008583690987124,5749,36,548026,it,Edema           ,1168.3,1328.6,10,2.53336575972443,2874.50515021459,36,108,2.53336575972443,0.878928626722403,,
21,22,9334,5,17,2,4,5,60,6408,80,-1,0.86298377,0.954545455,3,0,4247,19,132597,pt,Edema cerebral          ,946.3,1307.6,80,0.845062989445012,2123.5,19,31,0.845062989445012,0.862983770287141,,
6,16,989,0,16,98,1,5,49,2077,-1,-1,0.867597496,0.375,8,0,368,21,410583,ca,Edema cerebral          ,124.5,437,-1,2.69555849783341,184,21,13,2.69555849783341,0.867597496389023,,
50,66,9633,22,44,9,2,31,200,5089,-5,-1,0.882098644,0.757575758,6,0,5057,34,549498,it,Edema cerebrale          ,997.7,1110.2,-5,1.87471373193519,2528.5,34,605,1.87471373193519,0.882098644134408,,
3,9,6992,0,9,16,1,2,18,795,-1,-1,0.881761006,0.333333333,4,0,2640,57,487275,id,Edema paru          ,705.7,167,-1,1.52905660377358,1320,57,65,1.52905660377358,0.881761006289308,,
